date,Warszawa,Katowice
2024-01-01,31.829166666666666,30.40833333333333
2024-01-02,16.579166666666666,8.054166666666667
2024-01-03,13.170833333333334,5.566666666666666
2024-01-04,8.266666666666667,4.7625
2024-01-05,10.345833333333333,20.445833333333333
2024-01-06,12.516666666666666,35.0875
2024-01-07,20.0,17.466666666666665
2024-01-08,26.05,35.7875
2024-01-09,49.94583333333333,52.05833333333334
2024-01-10,64.95,100.19166666666666
2024-01-11,33.725,62.96666666666667
2024-01-12,13.791666666666666,23.891666666666666
2024-01-13,14.845833333333333,23.020833333333332
2024-01-14,11.125,17.9125
2024-01-15,12.4,12.808333333333332
2024-01-16,12.795833333333334,18.370833333333334
2024-01-17,33.65416666666666,36.8125
2024-01-18,39.3375,25.729166666666668
2024-01-19,24.766666666666666,26.045833333333334
2024-01-20,19.408333333333335,23.054166666666664
2024-01-21,22.879166666666666,29.15416666666667
2024-01-22,22.858333333333334,13.208333333333334
2024-01-23,14.270833333333334,23.129166666666666
2024-01-24,9.408333333333333,7.25
2024-01-25,5.5874999999999995,6.858333333333333
2024-01-26,13.125,10.883333333333333
2024-01-27,7.933333333333334,10.987499999999999
2024-01-28,12.625,22.170833333333334
2024-01-29,17.795833333333334,43.550000000000004
2024-01-30,30.90833333333333,19.133333333333333
2024-01-31,23.09166666666667,30.541666666666668
2024-02-01,15.395833333333334,27.445833333333336
2024-02-02,13.795833333333334,12.137500000000001
2024-02-03,7.079166666666667,11.829166666666666
2024-02-04,7.0625,6.616666666666666
2024-02-05,5.620833333333334,5.8500000000000005
2024-02-06,9.137500000000001,8.975
2024-02-07,5.925000000000001,8.0
2024-02-08,16.645833333333332,20.845833333333335
2024-02-09,14.420833333333334,24.125
2024-02-10,28.28333333333333,24.425
2024-02-11,19.279166666666665,20.816666666666666
2024-02-12,11.545833333333333,11.616666666666667
2024-02-13,9.420833333333333,22.266666666666666
2024-02-14,15.9125,27.900000000000002
2024-02-15,26.495833333333334,16.516666666666666
2024-02-16,22.766666666666666,21.070833333333333
2024-02-17,15.804166666666667,18.008333333333333
2024-02-18,8.862499999999999,15.775
2024-02-19,15.045833333333334,18.229166666666668
2024-02-20,8.325000000000001,12.0
2024-02-21,14.920833333333334,13.758333333333333
2024-02-22,15.691666666666668,10.266666666666667
2024-02-23,14.779166666666667,10.983333333333334
2024-02-24,17.945833333333333,14.066666666666668
2024-02-25,21.379166666666666,21.095833333333335
2024-02-26,20.591666666666665,28.270833333333332
2024-02-27,29.349999999999998,33.2875
2024-02-28,34.9625,51.62916666666666
2024-02-29,17.645833333333332,30.604166666666668
2024-03-01,30.645833333333332,51.6
2024-03-02,29.454166666666666,40.275
2024-03-03,33.233333333333334,26.625
2024-03-04,26.629166666666666,27.858333333333334
2024-03-05,21.308333333333334,28.616666666666664
2024-03-06,22.833333333333332,30.133333333333336
2024-03-07,19.9875,29.766666666666666
2024-03-08,40.362500000000004,36.34583333333333
2024-03-09,39.62083333333333,33.541666666666664
2024-03-10,25.108333333333334,19.212500000000002
2024-03-11,17.6875,21.683333333333334
2024-03-12,21.420833333333334,26.916666666666668
2024-03-13,21.245833333333334,27.525000000000002
2024-03-14,32.69583333333333,37.358333333333334
2024-03-15,26.025000000000002,26.03333333333333
2024-03-16,23.087500000000002,13.766666666666666
2024-03-17,6.8875,7.120833333333334
2024-03-18,8.929166666666667,13.450000000000001
2024-03-19,15.779166666666667,24.47083333333333
2024-03-20,22.045833333333334,39.92916666666667
2024-03-21,29.820833333333336,42.324999999999996
2024-03-22,25.712500000000002,21.1375
2024-03-23,15.504166666666668,14.325000000000001
2024-03-24,12.775,9.895833333333334
2024-03-25,18.175,11.066666666666668
2024-03-26,20.6125,21.166666666666668
2024-03-27,12.454166666666666,8.329166666666667
2024-03-28,16.883333333333333,8.904166666666667
2024-03-29,9.112499999999999,4.766666666666667
2024-03-30,19.658333333333335,30.570833333333336
2024-03-31,24.833333333333332,29.47083333333333
2024-04-01,35.55416666666667,34.041666666666664
2024-04-02,10.504166666666666,6.166666666666667
2024-04-03,6.75,4.458333333333333
2024-04-04,12.333333333333334,6.270833333333333
2024-04-05,9.966666666666667,5.183333333333334
2024-04-06,12.2875,7.529166666666666
2024-04-07,17.654166666666665,14.4125
2024-04-08,15.112499999999999,9.245833333333334
2024-04-09,16.712500000000002,9.866666666666667
2024-04-10,15.466666666666667,11.4
2024-04-11,11.700000000000001,16.216666666666665
2024-04-12,13.916666666666666,15.391666666666666
2024-04-13,17.6375,15.283333333333333
2024-04-14,12.825000000000001,10.75
2024-04-15,11.591666666666667,14.808333333333332
2024-04-16,10.079166666666667,6.270833333333333
2024-04-17,11.095833333333333,13.1875
2024-04-18,9.5,20.120833333333334
2024-04-19,11.950000000000001,11.25
2024-04-20,10.637500000000001,6.075
2024-04-21,8.1,17.183333333333334
2024-04-22,10.233333333333333,14.625
2024-04-23,17.308333333333334,25.849999999999998
2024-04-24,17.308333333333334,27.1125
2024-04-25,18.316666666666666,16.704166666666666
2024-04-26,17.816666666666666,15.158333333333333
2024-04-27,14.904166666666667,12.691666666666668
2024-04-28,13.354166666666666,12.404166666666667
2024-04-29,11.8375,10.125
