date,Warszawa,Katowice
2018-01-01,26.062062458333333,27.644883333333336
2018-01-02,47.07398991304348,39.6970625
2018-01-03,21.751348166666663,19.33801375
2018-01-04,14.461839333333332,15.456266363636365
2018-01-05,18.085723208333334,19.098027916666666
2018-01-06,34.88081258333333,52.11270833333333
2018-01-07,22.927687541666668,42.31543333333333
2018-01-08,43.45670545833334,25.797645833333334
2018-01-09,59.98996424999999,35.9555375
2018-01-10,24.965410875,95.23735416666666
2018-01-11,25.523223208333334,98.94442500000001
2018-01-12,18.419651833333333,28.38565416666667
2018-01-13,18.389294666666668,22.638915416666666
2018-01-14,21.671660708333334,28.92707083333333
2018-01-15,33.81451783333333,55.08320434782609
2018-01-16,37.19554458333334,39.717420833333335
2018-01-17,33.50715175,21.805525
2018-01-18,24.942642916666667,14.439155416666667
2018-01-19,21.937285708333334,31.554078500000003
2018-01-20,48.15826791666667,40.576320833333334
2018-01-21,55.85380358333333,57.07400416666667
2018-01-22,31.131705333333333,40.355466666666665
2018-01-23,40.967419625,73.26799166666667
2018-01-24,51.600008958333326,49.69016250000001
2018-01-25,41.225455375,30.680895833333334
2018-01-26,60.722330375000006,61.365408333333335
2018-01-27,83.90000891666666,78.16840416666666
2018-01-28,25.401794541666664,33.60327083333333
2018-01-29,13.110946416666666,14.297345833333333
2018-01-30,7.259607125,13.879993157894738
2018-01-31,22.81384816666667,25.667312499999998
2018-02-01,34.880812375,37.09009583333333
2018-02-02,32.095544624999995,32.965916666666665
2018-02-03,53.713624958333334,87.89285416666667
2018-02-04,24.832598333333333,39.730799999999995
2018-02-05,24.52523216666667,29.878325
2018-02-06,37.324562541666666,67.52295
2018-02-07,60.991749999999996,71.63957083333334
2018-02-08,43.931035625,81.89584166666667
2018-02-09,37.096883999999996,98.98474583333332
2018-02-10,48.91340179166667,110.56304583333333
2018-02-11,52.184384,114.35307083333333
2018-02-12,54.715410625000004,66.92395833333333
2018-02-13,76.27277683333334,71.79200833333333
2018-02-14,49.53572320833333,46.33615833333334
2018-02-15,36.07612495833333,42.57685416666667
2018-02-16,51.85425008333333,55.55175416666666
2018-02-17,43.32389295833334,71.917825
2018-02-18,28.448892875,43.191937499999995
2018-02-19,48.76541075,31.838345833333335
2018-02-20,35.582821458333335,50.390475
2018-02-21,34.000455333333335,51.331041666666664
2018-02-22,35.267866041666665,41.721737499999996
2018-02-23,38.95625891666666,46.05575416666667
2018-02-24,31.87166075,36.459041666666664
2018-02-25,26.91585716666667,46.61377916666667
2018-02-26,38.29978575,58.048624999999994
2018-02-27,41.741526666666665,39.0492
2018-02-28,28.183267916666665,46.26812916666666
2018-03-01,27.947999999999997,78.19649583333333
2018-03-02,42.356259,67.594425
2018-03-03,52.078133916666665,90.94294166666667
2018-03-04,59.21965170833334,114.18367083333334
2018-03-05,74.477910625,100.6054625
2018-03-06,58.03572325,138.87459166666667
2018-03-07,61.54576779166667,72.8176125
2018-03-08,54.27143745833334,35.214929166666664
2018-03-09,37.408044625,33.010124166666664
2018-03-10,45.304696416666665,63.393125
2018-03-11,46.82634829166667,36.5546375
2018-03-12,25.120991,14.404835714285715
2018-03-13,27.519205375,17.535366363636363
2018-03-14,27.670991083333334,32.285441666666664
2018-03-15,24.798446458333334,41.1851652173913
2018-03-16,17.011839333333334,27.55164166666667
2018-03-17,10.060053625,18.8645125
2018-03-18,10.23840175,19.28804583333333
2018-03-19,18.305812541666665,27.3433375
2018-03-20,38.265634,38.5137375
2018-03-21,21.216303541666665,43.684850000000004
2018-03-22,41.7605,42.18528333333333
2018-03-23,62.422330249999995,78.36332083333333
2018-03-24,69.37791075,55.329745833333334
2018-03-25,55.74375895833333,41.48603333333333
2018-03-26,60.927241,53.97022916666666
2018-03-27,27.264964208333335,40.2904
2018-03-28,27.43192858333333,39.79109583333334
2018-03-29,33.419875041666664,37.821045833333336
2018-03-30,36.54286608333333,36.44624375
2018-03-31,43.506035749999995,21.548991666666666
2018-04-01,21.899339291666667,19.914029166666666
2018-04-02,18.017419708333332,20.578111250000003
2018-04-03,40.0870625,33.16776791666667
2018-04-04,31.27590175,24.022491666666667
2018-04-05,34.81630354166666,13.452746666666668
2018-04-06,25.693982208333335,17.476630833333335
2018-04-07,21.159383875,27.160758333333334
2018-04-08,24.07746429166667,20.717057916666665
2018-04-09,31.192419625,19.3835125
2018-04-10,31.533937416666664,18.4042375
2018-04-11,25.887508874999998,22.426013636363635
2018-04-12,29.393758833333333,28.7181375
2018-04-13,29.109160791666667,24.7678125
2018-04-14,23.686616083333334,13.992171500000001
2018-04-15,22.108044666666668,21.172695833333332
2018-04-16,30.236169625000002,24.6064125
2018-04-17,24.331705333333332,20.5378725
2018-04-18,22.073892875,26.733575000000002
2018-04-19,18.897776750000002,23.184953750000002
2018-04-20,17.626571416666668,17.002399999999998
2018-04-21,19.0495625,21.521216666666664
2018-04-22,11.558937625,12.281679523809524
2018-04-23,16.104919625,18.441104166666666
2018-04-24,24.479696416666666,19.991875
2018-04-25,20.043758916666665,14.8950625
2018-04-26,13.672553541666666,14.54844625
2018-04-27,20.962062416666665,14.808709130434783
2018-04-28,22.404026875,16.961740000000002
2018-04-29,23.269205333333332,20.593491666666665
2018-04-30,17.789741041666666,17.321720833333334
2018-05-01,18.799116041666668,15.48023875
2018-05-02,12.625232166666665,17.994789166666667
2018-05-03,16.484384000000002,18.955870416666667
2018-05-04,18.210946458333332,15.934533333333334
2018-05-05,10.853133875,12.1765975
2018-05-06,8.416973208333333,12.821826999999999
2018-05-07,10.439517791666667,13.0121785
2018-05-08,10.663401833333333,13.529493333333333
2018-05-09,15.292866041666665,16.437551666666668
2018-05-10,16.507151833333335,14.59388875
2018-05-11,17.212955291666667,17.769895833333333
2018-05-12,10.944205375000001,18.627066666666668
2018-05-13,12.48483025,11.8784
2018-05-14,14.154473125,11.43812
2018-05-15,16.658937458333334,20.917579
2018-05-16,19.903357291666666,28.0482125
2018-05-17,18.624562541666666,19.00415
2018-05-18,17.884607166666665,28.392004166666666
2018-05-19,14.772999791666665,17.118360416666665
2018-05-20,7.6276875,12.509060833333335
2018-05-21,8.329696541666666,10.724629583333334
2018-05-22,11.972553624999998,13.616720416666666
2018-05-23,16.613401749999998,21.433745833333333
2018-05-24,11.346437458333334,16.332097916666665
2018-05-25,15.581258916666668,14.225850000000001
2018-05-26,24.039517916666668,17.993737499999998
2018-05-27,15.198,22.819716666666668
2018-05-28,12.143312541666667,14.214923749999999
2018-05-29,10.135946458333335,12.933855833333332
2018-05-30,13.422107083333332,17.164604166666667
2018-05-31,14.450455416666665,20.595204166666665
2018-06-01,14.351794624999998,18.46705875
2018-06-02,20.104473166666665,18.7910625
2018-06-03,23.925678458333334,22.29999125
2018-06-04,24.502464208333333,24.13400833333333
2018-06-05,17.083937458333335,25.63586666666667
2018-06-06,4.2732232083333335,10.236037916666666
2018-06-07,6.231258958333334,7.675888333333333
2018-06-08,9.627464291666668,14.57512
2018-06-09,8.933044583333333,19.842130416666667
2018-06-10,11.266750083333333,19.621200416666667
2018-06-11,24.597330375,20.558629166666666
2018-06-12,21.637508874999998,24.0235125
2018-06-13,11.653803541666667,21.70192916666667
2018-06-14,12.219205416666666,17.508433333333333
2018-06-15,11.369205333333333,14.292598333333332
2018-06-16,12.185053625,14.353824583333333
2018-06-17,14.735053583333332,14.240885833333332
2018-06-18,21.064517833333333,21.039141666666666
2018-06-19,17.42545541666667,13.49072125
2018-06-20,15.645767833333332,17.0376875
2018-06-21,16.378133916666666,18.243724347826088
2018-06-22,7.547999999999999,7.010092608695652
2018-06-23,11.775232125,9.295667083333333
2018-06-24,9.555365958333333,9.000347916666668
2018-06-25,11.691750041666666,11.355540416666665
2018-06-26,17.247107125,12.486710416666668
2018-06-27,11.054249958333335,13.668145833333334
2018-06-28,12.898446416666667,19.802834583333333
2018-06-29,14.602241083333332,17.97072125
2018-06-30,5.992196458333333,6.95292
2018-07-01,6.329919625,5.407085833333333
2018-07-02,7.3279107083333335,7.1407025
2018-07-03,8.564964291666668,8.931609583333334
2018-07-04,11.335053583333334,12.031561250000001
2018-07-05,11.016303583333332,13.628044166666667
2018-07-06,10.280142750000001,21.52485
2018-07-07,13.441080416666667,11.444058750000002
2018-07-08,9.995544666666666,12.177256666666667
2018-07-09,7.8705446666666665,15.6061275
2018-07-10,8.405589291666667,19.1045625
2018-07-11,15.182821541666668,26.65863333333333
2018-07-12,19.781928625,12.655696666666666
2018-07-13,15.004473166666665,13.600007499999998
2018-07-14,13.775008875,13.819514583333335
2018-07-15,13.809160708333332,12.169737916666667
2018-07-16,14.909607125,14.477096666666666
2018-07-17,9.976571458333334,17.13283875
2018-07-18,15.187111043478263,11.589661666666666
2018-07-19,22.35090179166667,18.065529166666668
2018-07-20,22.187732166666667,18.349520833333333
2018-07-21,16.776571333333333,20.607304166666665
2018-07-22,18.408267875,24.255637500000002
2018-07-23,13.460053583333334,18.83812125
2018-07-24,15.15246425,17.17425833333333
2018-07-25,14.3214375,14.397395416666667
2018-07-26,14.048223166666666,16.737570833333333
2018-07-27,13.748446333333334,16.808666666666667
2018-07-28,17.611392833333333,17.8443875
2018-07-29,17.740410625,19.744316666666666
2018-07-30,15.004473166666665,19.020633333333333
2018-07-31,20.279026708333333,14.69665
2018-08-01,17.470991083333335,15.6176625
2018-08-02,14.0558125,16.858258333333335
2018-08-03,20.798892875,16.045929166666667
2018-08-04,19.520098166666667,18.779783333333334
2018-08-05,9.244205333333333,15.974098750000001
2018-08-06,9.66541075,8.414898333333333
2018-08-07,12.959160708333334,9.603411666666666
2018-08-08,10.291526791666668,13.43707
2018-08-09,12.177464333333333,17.348491666666668
2018-08-10,17.061169583333335,13.589635416666667
2018-08-11,11.73728575,13.452664166666667
